sourcedomain_id,fips,source,description,onlinesince,rank,state,city,url,lon,lat,county
thewanderer-wanderer.com,25023,thewanderer,"Includes local news, police logs, lunch menus, and selectmen's meeting information for Marion, Mattapoisett, and Rochester.",06-Oct-1995,2005592,Massachusetts,Mattapoisett,,-70.81507420000001,41.6616323,Plymouth
watertowntab&amp;press-wickedlocal.com,25021,watertowntab&amp;press,"Local news, event listings, community information, and restaurant listings.",21-Jun-2005,45484,Massachusetts,Needham,,-71.23775479999998,42.2809285,Norfolk
waylandtowncrier&amp;tab-wickedlocal.com,25017,waylandtowncrier&amp;tab,Online edition of community paper.,21-Jun-2005,45484,Massachusetts,Framingham,,-71.4161565,42.279286,Middlesex
thewellesleytownsman-wickedlocal.com,25021,thewellesleytownsman,Includes community news stories and information from the Wellesley Townsmen.,21-Jun-2005,45484,Massachusetts,Wellesley,,-71.29238769999998,42.296797,Norfolk
grossepointenews-grossepointenews.com,26163,grossepointenews,Online version of the city's local newspaper. [Subscription required],14-Nov-1996,1307562,Michigan,Grosse Pointe,,-82.91185909999999,42.3861485,Wayne
theleelanauenterprise-leelanaunews.com,26089,theleelanauenterprise,Leelanau County Weekly Newspaper Online,04-Jun-1999,1473104,Michigan,Leland,,-85.76017970000002,45.02296120000001,Leelanau
albertleatribune-albertleatribune.com,27047,albertleatribune,"Daily paper. News, sports, opinion, classifieds.",13-Jun-1997,710452,Minnesota,Albert Lea,,-93.3686555,43.6478006,Freeborn
austindailyherald-austindailyherald.com,27099,austindailyherald,"Online version of newspaper includes classified ads, obituaries, and selected news stories.",07-Jul-1998,682027,Minnesota,Austin,,-92.9746367,43.6666296,Mower
thebrainerddailydispatch-brainerddispatch.com,27035,thebrainerddailydispatch,"Includes daily local and regional news, sports, obituaries, reader photo galleries, forums, legal notices and classifieds. Archive covers from April 1996.",01-Apr-1996,371203,Minnesota,Brainerd,,-94.2020084,46.35267329999999,Crow Wing
countybulletin-rivertowns.net,27163,countybulletin,"Includes news and features from the River Falls Journal, New Richmond News, Pierce County Herald, and the Hudson-Star Observer.",11-Jun-1999,533782,Minnesota,Cottage Grove,,-92.9438218,44.8277446,Washington
dailyglobe-dglobe.com,27105,dailyglobe,"Online edition of Worthington newspaper. Includes classified ads, selected news and sports stories.",24-Aug-1998,590823,Minnesota,Worthington,,-95.5941436,43.6210985,Nobles
detroitlakestribune-dl-online.com,27005,detroitlakestribune,"News, sports, services, advertising, and classifieds. Mirrors two bi-weekly newspapers: The Detroit Lakes Tribune and The Becker County Record.",04-Apr-1997,432701,Minnesota,Detroit Lakes,,-95.8453253,46.8171808,Becker
duluthnewstribune-duluthnewstribune.com,27137,duluthnewstribune,"Daily newspaper's site includes classifieds, obituaries, selected news and sports stories, and an archive.",22-Jan-1998,71367,Minnesota,Duluth,,-92.1004852,46.7866719,St. Louis
echopress-echopress.com,27041,echopress,"Twice-weekly Alexandria newspaper. Recent weddings, births, deaths. Selected news and sports stories.",18-Aug-1996,596202,Minnesota,Alexandria,,-95.3776663,45.8848164,Douglas
financeandcommerce-finance-commerce.com,27053,financeandcommerce,Publishes news and information for business and legal communities.,19-Jan-1996,362833,Minnesota,Minneapolis,,-93.2650108,44.977753,Hennepin
headlightherald-headlightherald.com,27083,headlightherald,None,28-Apr-1999,2388601,Minnesota,Tracy,,-95.6227778,44.2319444,Lyon
jacksoncountypilot-jacksoncountypilot.com,27063,jacksoncountypilot,"Online version of weekly newspaper includes legal notices, court report, columnists, and selected news articles.",24-Dec-1998,862195,Minnesota,Jackson,,-94.9886022,43.6207915,Jackson
pineriverjournal-pineandlakes.com,27021,pineriverjournal,"Highlights from two weekly newspapers serving Pequot Lakes MN and the surrounding area. News, business, sports, subscription details, obituaries, editor weblogs, and reader photo galleries.",03-Mar-2000,2748109,Minnesota,Pine River,,-94.4041625,46.7180163,Cass
republicaneagle-rivertowns.net,27049,republicaneagle,"Includes news and features from the River Falls Journal, New Richmond News, Pierce County Herald, and the Hudson-Star Observer.",11-Jun-1999,533782,Minnesota,Red Wing,,-92.5369563,44.5660691,Goodhue
rockcountystarherald-star-herald.com,27133,rockcountystarherald,"Online version of weekly newspaper published in Luverne. Includes obituaries, letters to the editor, columns, and selected news and sports stories.",05-Apr-1997,7722909,Minnesota,Luverne,,-96.2025289,43.6555249,Rock
saintpaulpioneerpress-twincities.com,27123,saintpaulpioneerpress,"The online version of the St. Paul Pioneer Press, a daily newspaper.",10-Feb-1999,41580,Minnesota,St. Paul,,-93.0899578,44.9537029,Ramsey
thestar-pipestonestar.com,27117,thestar,"Weekly newspaper serving Pipestone, Minnesota, and surrounding communities. Selected news and sports stories, classifieds.",02-Apr-1997,2104771,Minnesota,Pipestone,,-96.3128117,43.9985815,Pipestone
startribune-startribune.com,27053,startribune,"Online version of Minneapolis daily newspaper. Site features updated news stories, diversions, weather, archives.",13-Jan-1994,8150,Minnesota,Minneapolis,,-93.2650108,44.977753,Hennepin
stargazette-rivertowns.net,27037,stargazette,"Includes news and features from the River Falls Journal, New Richmond News, Pierce County Herald, and the Hudson-Star Observer.",11-Jun-1999,533782,Minnesota,Hastings,,-92.8513706,44.7443293,Dakota
thiefriverfallstimes-trftimes.com,27113,thiefriverfallstimes,"Weekly newspaper for northwest Minnesota. Online version includes notices of recent births, engagements and weddings, obituaries. Also police reports, classifieds, and selected news stories.",02-Jan-1997,3219802,Minnesota,Thief River Falls,,-96.1811473,48.1191353,Pennington
wadenapioneerjournal-wadenapj.com,27159,wadenapioneerjournal,"Web version of weekly newspaper. Includes obituaries, selected news and sports stories, editorials.",24-Aug-1998,2198196,Minnesota,Wadena,,-95.1361386,46.4424614,Wadena
westcentraltribune-wctrib.com,27067,westcentraltribune,Willmar's daily newspaper.,27-Jun-1996,489576,Minnesota,Willmar,,-95.048659,45.1223711,Kandiyohi
dailyleader-dailyleader.com,28085,dailyleader,"Daily newspaper published in Brookhaven, serving Lincoln, Lawrence, Copiah and Franklin counties. Area news, sports, obituaries, columns, and advertising.",22-Nov-1996,844717,Mississippi,Brookhaven,,-90.4406506,31.5790588,Lincoln
mississippibusinessjournal-msbusiness.com,28049,mississippibusinessjournal,"A weekly paper published in Jackson, and dedicated to business news in the state.",03-Jul-1996,739499,Mississippi,Jackson,,-90.1848103,32.298757300000005,Hinds
thenatchezdemocrat-natchezdemocrat.com,28001,thenatchezdemocrat,Daily news source for Natchez and Adams County,29-May-1997,503855,Mississippi,Natchez,,-91.403171,31.5604442,Adams
picayuneitem-picayuneitem.com,28109,picayuneitem,"Daily newspaper serving Pearl River County. Includes community and Gulf Coast regional news, sports, features, and obituaries.",22-May-1998,1090529,Mississippi,Picayune,,-89.6795084,30.5254692,Pearl River
vicksburgpost-vicksburgpost.com,28149,vicksburgpost,"Local news, opinion, sports, business and obituaries.",03-Jan-1996,704974,Mississippi,Vicksburg,,-90.877882,32.3526456,Warren
winstoncountyjournal-redhillsmsnews.com,28159,winstoncountyjournal,None,None,2668423,Mississippi,Louisville,,-89.05506240000003,33.1237377,Winston
boonvilledailynews-boonvilledailynews.com,29053,boonvilledailynews,"Local and wire news, classifieds, and business directory.",18-Mar-1999,2272229,Missouri,Boonville,,-92.7432418,38.97363920000001,Cooper
thecarthagepress-neoshodailynews.com,29097,thecarthagepress,"Serving Newton and McDonald counties with local and World news, stocks, health, classifieds and business directory.",27-May-1997,1161262,Missouri,Carthage,,-94.3102228,37.176447,Jasper
constitutiontribune-chillicothenews.com,29117,constitutiontribune,Offers local news and information for Chillicothe.,13-Oct-1998,1909798,Missouri,Chillicothe,,-93.5524358,39.7952946,Livingston
dailyguide-therolladailynews.com,29169,dailyguide,"Serving the Rolla area with local news, sports, obituaries, classifieds, weather and newcomers.",19-Mar-1999,563267,Missouri,Waynesville,,-92.2007227,37.8286516,Pulaski
kirksvilledailyexpress&amp;news-kirksvilledailyexpress.com,29001,kirksvilledailyexpress&amp;news,"Serving Kirksville area daily. Local news, sports, and classifieds. Business directory, health and entertainment.",10-Mar-1999,None,Missouri,Kirksville,,-92.5832496,40.1947539,Adair
moberlymonitorindex-moberlymonitor.com,29175,moberlymonitorindex,"Published daily, except Saturdays and major holidays. Includes news, sports, opinion, classifieds and calendar.",07-Apr-1998,836024,Missouri,Moberly,,-92.4382367,39.4183689,Randolph
neoshodailynews-neoshodailynews.com,29145,neoshodailynews,"Serving Newton and McDonald counties with local and World news, stocks, health, classifieds and business directory.",27-May-1997,1161262,Missouri,Neosho,,-94.367996,36.8689554,Newton
republicanclipper-bethanyclipper.com,29081,republicanclipper,"Coverage area includes Harrison county. News, sports, obituaries, stories, classifieds, and photos.",10-Jan-2000,7721666,Missouri,Bethany,,-94.0282861,40.2683344,Harrison
rolladailynews-therolladailynews.com,29161,rolladailynews,"Serving the Rolla area with local news, sports, obituaries, classifieds, weather and newcomers.",19-Mar-1999,563267,Missouri,Rolla,,-91.7715303,37.948544,Phelps
thebitterrootstar-bitterrootstar.com,30081,thebitterrootstar,"The Bitterroot Valley's weekly newspaper, Stevensville, Montana.",05-Feb-1998,1325659,Montana,Stevensville,,-114.0931588,46.5099225,Ravalli
thehavredailynews-havredailynews.com,30041,thehavredailynews,"A Monday through Friday publication in Havre, Montana.",05-Mar-1998,1380282,Montana,Havre,,-109.6840887,48.549999,Hill
seeleyswanpathfinder-seeleylake.com,30063,seeleyswanpathfinder,"A Montana weekly newspaper serving people in Seeley Lake, Swan Valley and the Blackfoot Valley, Montana.",None,8551440,Montana,Seeley Lake,,-113.4845229,47.1793799,Missoula
omahareader-thereader.com,31055,omahareader,Weekly Omaha/Lincoln newspaper which focuses on the culture of the area.,26-May-1997,979343,Nebraska,Omaha,,-95.9345034,41.2565369,Douglas
lasvegasreviewjournal-reviewjournal.com,32003,lasvegasreviewjournal,"Nevada's largest newspaper serving the Las Vegas Valley and Southern Nevada. Daily editions of state and national news, sports, lifestyle, and opinions. Includes chats, forums and community links.",21-Jan-1999,14712,Nevada,Las Vegas,,-115.13982959999998,36.1699412,Clark
nevadaappeal-nevadaappeal.com,32510,nevadaappeal,"Carson City based newspaper offering coverage of northern Nevada. Includes news, sports and obituaries.",22-Nov-1999,341352,Nevada,Carson City,,-119.7674034,39.1637984,Carson City
nevadabusinessjournal-nevadabusiness.com,32003,nevadabusinessjournal,With headlines,05-Nov-1996,374422,Nevada,Las Vegas,,-115.13982959999998,36.1699412,Clark
businessnewsnj-njbiz.com,34023,businessnewsnj,Offering local and regional New Jersey business news.,20-Aug-1995,199686,New Jersey,New Brunswick,,-74.4518188,40.4862157,Middlesex
albuquerquejournal-abqjournal.com,35001,albuquerquejournal,Provides New Mexico news and sports.,03-Feb-1996,76642,New Mexico,Albuquerque,,-106.650422,35.0843859,Bernalillo
hobbsnewssun-hobbsnews.com,35025,hobbsnewssun,"Local and sports news, classifieds, public records, obituaries, viewpoints, and subscription, advertising and staff details can be found.",12-Jan-1998,9686824,New Mexico,Hobbs,,-103.1360403,32.702611600000004,Lea
thedailygazette-dailygazette.com,36093,thedailygazette,"Online edition of the Gazette of Schenectady, New York.",01-Apr-1996,142534,New York,Schenectady,,-73.93956870000002,42.8142432,Schenectady
easthamptonstar-easthamptonstar.com,36103,easthamptonstar,"East Hampton s newspaper of record since 1885. Online since 1996. Covering Montauk, Amagansett, East Hampton, Springs, Sag Harbor, Wainscott, Bridgehampon, Sagaponack, Water Mill, and Noyac. Local government, arts, entertainment, the environment, food and wine, and sports.",09-Apr-1996,474395,New York,East Hampton,,-72.18480090000001,40.9634335,Suffolk
theeveningtribune-eveningtribune.com,36101,theeveningtribune,Online edition offering community news and information.,16-Mar-1999,1037215,New York,Hornell,,-77.6611025,42.3278477,Steuben
gardencitynews-gcnews.com,36059,gardencitynews,"News, community guide, real estate listings, and message from the mayor.",09-Dec-1996,1487141,New York,Garden City,,-73.6342954,40.7267682,Nassau
theleader-the-leader.com,36101,theleader,Online edition offering local and regional news.,23-Oct-1996,1185980,New York,Corning,,-77.05469029999998,42.1428521,Steuben
longislandbusinessnews-libn.com,36103,longislandbusinessnews,The Official Business News Site of the LongIsland.Com Internet Community.,08-Oct-1996,148460,New York,Ronkonkoma,,-73.1241488,40.8064187,Suffolk
newyorkobserver-observer.com,36061,newyorkobserver,"The New York Observer: New York City Breaking News, Politics, Opinion, Media, Manhattan Real Estate, Fashion, Gossip, Movies, Books, Theater, and the Arts - Observer.com",23-Apr-1994,16349,New York,New York,,-74.0059728,40.7127753,New York
putnamnewsandrecorder-pcnr.com,36079,putnamnewsandrecorder,"Published weekly in Cold Spring. Provides local, sports and school news, events, classifieds, columns, obituaries, archives, and subscription and advertising details.",11-Jan-1997,6911179,New York,Cold Spring,,-73.954583,41.4200937,Putnam
thequeensgazette-qgazette.com,36081,thequeensgazette,"Published weekly for the Queens, New York community. Includes information on politics, religion, dining, seniors, events, archives, classifieds and subscription details.",19-May-1999,1084432,New York,Queens,,-73.7948516,40.7282239,Queens
rochesterbusinessjournal-rbj.net,36055,rochesterbusinessjournal,"Online edition of daily business newspaper offers top stories, stock prices, summary of stories found in print edition.",03-Oct-1995,386845,New York,Rochester,,-77.6088465,43.1565779,Monroe
sagharborexpress-sagharborexpress.com,36103,sagharborexpress,None,None,715899,New York,Sag Harbor,,-72.2925819,40.9978773,Suffolk
southampton-27east.com,36103,southampton,,10-Feb-1998,343499,New York,Southampton,,-72.3895296,40.884267,Suffolk
thesuffolktimes-timesreview.com,36103,thesuffolktimes,"The weekly newspaper on the North Fork of Long Island, covering Southold to Orient Point.",20-Feb-1997,241386,New York,Mattituck,,-72.5342547,40.9912115,Suffolk
thewaveoflongisland-rockawave.com,36061,thewaveoflongisland,"Published weekly in Rockaway, featuring local news, sports, community calendar, classified ad section, archives and subscription and advertising details.",05-Feb-1997,1135891,New York,Rockawave,,-74.0059728,40.7127753,New York
wellsvilledailyreporter-wellsvilledaily.com,36003,wellsvilledailyreporter,"Newspaper of record in Wellsville and Allegany County, New York.",01-Jun-1999,1752746,New York,Wellsville,,-77.94805749999998,42.1220124,Allegany
chathamjournal-chathamjournal.com,37037,chathamjournal,"Combining affordable prices with regional reach and local focus, chathamjournal.com is the ideal vehicle for reaching customers throughout the area. ... Banner advertising - you can place banner ads on the chathamjournal.com network (chathamjournal.com & chathamnc.com). Reach the people that can reach you with our affordable banner ads. Banner ads - $2 per 1,000 impressions.",30-Mar-1997,1201527,North Carolina,Pittsboro,,-79.1772371,35.7201463,Chatham
thelaurinburgexchange-laurinburgexchange.com,37165,thelaurinburgexchange,"Sports, business, and local news. Also features obituaries, classifieds, and online archives.",08-Aug-1997,844845,North Carolina,Laurinburg,,-79.4628248,34.7740494,Scotland
mitchellnewsjournal-mitchellnews.com,37121,mitchellnewsjournal,"Local news, weather, sports, classifieds, and obituaries for Spruce Pine.",14-Dec-1999,4126657,North Carolina,Spruce Pine,,-82.06456109999998,35.915400700000006,Mitchell
mountairynews-mtairynews.com,37171,mountairynews,"Local news, sports, business briefs and education reports for Surry County.",31-Mar-1997,347119,North Carolina,Mount Airy,,-80.6072858,36.499300700000006,Surry
mountainxpress-mountainx.com,37021,mountainxpress,"Entertainment, news, arts and events for Asheville and Western North Carolina.",18-Mar-1998,333859,North Carolina,Asheville,,-82.5514869,35.5950581,Buncombe
rhinotimes-rhinotimes.com,37081,rhinotimes,None,20-Nov-1996,1105576,North Carolina,Greensboro,,-79.79197540000001,36.0726354,Guilford
therobesonian-robesonian.com,37155,therobesonian,"Local sports, news, business and commentary for Robeson County.",19-Nov-1998,151301,North Carolina,Lumberton,,-79.00864240000001,34.6182199,Robeson
salisburypost-salisburypost.com,37159,salisburypost,"News, sports, lifestyle, and business coverage of Rowan County.",20-Sep-1996,475820,North Carolina,Salisbury,,-80.4742261,35.6709727,Rowan
thesampsonindependent-clintonnc.com,37163,thesampsonindependent,"Offers local news, sports, community calendar, obituaries, classified ads and community forums for Sampson County.",19-Nov-1998,775634,North Carolina,Clinton,,-78.32333249999998,34.9979453,Sampson
thetaylorsvilletimes-taylorsvilletimes.com,37003,thetaylorsvilletimes,"Headlines, sports coverage and community news.",24-Jun-1997,3014803,North Carolina,Taylorsville,,-81.17688129999998,35.9216748,Alexander
devilslakedailyjournal-devilslakejournal.com,38071,devilslakedailyjournal,"Devils Lake, ND 58301.",22-Oct-1998,3529774,North Dakota,Devils Lake,,-98.8651202,48.112779,Ramsey
theforum-inforum.com,38017,theforum,"WDAY 6 Fargo. Includes news, weather, sports, and obituaries. [ABC]",30-May-1997,85930,North Dakota,Fargo,,-96.7898034,46.8771863,Cass
grandforksherald-grandforksherald.com,38035,grandforksherald,"Offers news, weather, sports, entertainment and business coverage along with archives, multimedia content and classifieds.",None,103414,North Dakota,Grand Forks,,-97.0328547,47.9252568,Grand Forks
thejamestownsun-jamestownsun.com,38093,thejamestownsun,"Jamestown, ND 58402.",27-Nov-1996,1064674,North Dakota,Jamestown,,-98.7084357,46.9105438,Stutsman
columbusdispatch-dispatch.com,39049,columbusdispatch,"Daily and Sundays. News, sports, classifieds, events, things to do. Searchable archives of previous 60 days.",19-Apr-1995,32805,Ohio,Columbus,,-82.9987942,39.9611755,Franklin
thedelawaregazette-delgazette.com,39041,thedelawaregazette,"Local news, community events, entertainment, on-line classifieds and information for local area.",06-Jan-1996,701323,Ohio,Delaware,,-83.067965,40.2986724,Delaware
theeatonregisterherald-registerherald.com,39135,theeatonregisterherald,"Community paper providing local news, sports, classifieds, and weather.",04-Nov-1996,1104978,Ohio,Eaton,,-84.63662009999999,39.7439405,Preble
georgetownnewsdemocrat-newsdemocrat.com,39015,georgetownnewsdemocrat,"Weekly paper providing classifieds, email.",24-Jun-1997,1501767,Ohio,Georgetown,,-83.9040944,38.8645138,Brown
theirontontribune-irontontribune.com,39087,theirontontribune,"Newspaper offers online news, sports, weather and entertainment for Lawrence County.",07-Jul-1998,1048876,Ohio,Ironton,,-82.6829406,38.5367471,Lawrence
leaderonline-akron.com,39153,leaderonline,A neighborhood newspaper that provides news and business information for the West side of Akron.,31-May-1995,4063521,Ohio,Akron,,-81.51900529999998,41.08144470000001,Summit
marysvillejournaltribune-marysvillejt.com,39159,marysvillejournaltribune,"Offers local news, sports and classifieds online and by subscription.",10-Oct-1997,2740120,Ohio,Marysville,,-83.3671432,40.2364486,Union
recordherald-recordherald.com,39047,recordherald,"Daily paper providing classifieds, email.",21-Jun-1997,1599864,Ohio,Washington Court House,,-83.437579,39.5373688,Fayette
repository-cantonrep.com,39151,repository,Largest daily newspaper in Stark County.,31-Oct-1996,98834,Ohio,Canton,,-81.378447,40.7989473,Stark
thesidneydailynews-sidneydailynews.com,39149,thesidneydailynews,"Provides news, sports and classifieds online. Also available for home delivery.",26-Apr-2000,855741,Ohio,Sidney,,-84.15549870000002,40.2842164,Shelby
thisweek-thisweeknews.com,39049,thisweek,Community news and information for Columbus and central Ohio.,02-Aug-1996,384154,Ohio,Columbus,,-82.9987942,39.9611755,Franklin
thetimesgazette-timesgazette.com,39071,thetimesgazette,"Local paper providing classifieds, email.",24-Jun-1997,636304,Ohio,Hillsboro,,-83.611587,39.2022866,Highland
thetimesreporter-timesreporter.com,39157,thetimesreporter,"Local newspaper for Dover, Ohio.",07-Jun-1996,272600,Ohio,New Philadelphia,,-81.44567059999999,40.4897871,Tuscarawas
thetribunechronicle-tribtoday.com,39155,thetribunechronicle,Online edition of the local newspaper.,None,530598,Ohio,Warren,,-80.81841659999998,41.2375569,Trumbull
urbanadailycitizen-urbanacitizen.com,39021,urbanadailycitizen,"Local paper providing classifieds, email.",22-Jun-1997,1441957,Ohio,Urbana,,-83.7524298,40.1083912,Champaign
wilmingtonnewsjournal-wnewsj.com,39027,wilmingtonnewsjournal,"Daily paper providing classifieds, email for Clinton County.",24-Jun-1997,205627,Ohio,Wilmington,,-83.8285375,39.4453393,Clinton
yellowspringsnews-ysnews.com,39057,yellowspringsnews,"News, classifieds, community and business information.",01-May-1996,1488035,Ohio,Yellow Springs,,-83.886874,39.8064486,Greene
thejournalrecord-journalrecord.com,40109,thejournalrecord,Oklahoma's leading resource for Oklahoma business news and legal information.,27-Dec-1995,408387,Oklahoma,Oklahoma City,,-97.5164276,35.4675602,Oklahoma
theponcacitynews-poncacitynews.com,40071,theponcacitynews,Online edition of the local daily newspaper.,18-Mar-1996,1869480,Oklahoma,Ponca City,,-97.0855948,36.706981,Kay
cascadebusinessnews-cascadebusnews.com,41017,cascadebusinessnews,"Semi-monthly business newspaper for Central Oregon. Includes an editorial calendar, feature articles, department news, events calendar, subscription, advertising rate, and distribution information.",16-Apr-1997,209958,Oregon,Bend,,-121.3153096,44.0581728,Deschutes
eugeneweekly-eugeneweekly.com,41039,eugeneweekly,"Alternative newspaper offers entertainment listings, classifieds and opinion. Includes multi-year archive.",05-Aug-1996,593734,Oregon,Eugene,,-123.08675359999998,44.0520691,Lane
keizertimes-keizertimes.com,41047,keizertimes,Online site for Keizer's only newspaper.,08-Aug-1997,2846775,Oregon,Keizer,,-123.0262077,44.9901194,Marion
dailycourier-dailycourier.com,42051,dailycourier,None,26-Nov-1997,3759485,Pennsylvania,Connellsville,,-79.5894828,40.01785220000001,Fayette
thefultoncountynews-fultoncountynews.com,42057,thefultoncountynews,None,None,7351311,Pennsylvania,McConnellsburg,,-77.9988906,39.932589,Fulton
leadertimes-leadertimes.com,42005,leadertimes,None,03-Jun-1998,3786329,Pennsylvania,Kittanning,,-79.52198929999999,40.816453,Armstrong
murrysvillestar-triblive.com,42129,murrysvillestar,"Provides daily local and regional news, business news, sports, classifieds, and entertainment.",12-Dec-1997,27261,Pennsylvania,Murrysville,,-79.69754499999998,40.4284015,Westmoreland
philadelphiaweekly-philadelphiaweekly.com,42101,philadelphiaweekly,Philadelphia's largest news and arts weekly,12-Jan-1996,734547,Pennsylvania,Philadelphia,,-75.1652215,39.9525839,Philadelphia
pittsburghtribunereview-triblive.com,42003,pittsburghtribunereview,"Provides daily local and regional news, business news, sports, classifieds, and entertainment.",12-Dec-1997,27261,Pennsylvania,Pittsburgh,,-79.9958864,40.4406248,Allegheny
rocketcourier-rocket-courier.com,42015,rocketcourier,"Features local news, opinion, lifestyles, sports, obituaries and classifieds. With photo galleries.",21-Apr-1997,4557274,Pennsylvania,Wyalusing,,-76.2618786,41.6681309,Bradford
newportthisweek-newportthisweek.com,44005,newportthisweek,None,25-Jun-1996,1456622,Rhode Island,Newport,,-71.31282850000002,41.4901024,Newport
providencebusinessnews-pbn.com,44007,providencebusinessnews,Provides statewide coverage of business and related news topics.,29-Sep-1994,283695,Rhode Island,Providence,,-71.4128343,41.8239891,Providence
chronicleindependent-chronicle-independent.com,45055,chronicleindependent,"Local news, sports, editorials, and obits.",None,3048099,South Carolina,Camden,,-80.60702370000001,34.246539299999995,Kershaw
columbiastar-thecolumbiastar.com,45079,columbiastar,None,17-Oct-2000,2807839,South Carolina,Columbia,,-81.0348144,34.0007104,Richland
thegaffneyledger-gaffneyledger.com,45021,thegaffneyledger,"News, sports, comics, and obits for Cherokee county and the Gaffney area.",02-Jul-1998,5152846,South Carolina,Gaffney,,-81.64981949999998,35.0717945,Cherokee
uniondailytimes-uniondailytimes.com,45087,uniondailytimes,"Local news, sports, lifestyles,and weather for Union.",12-Jan-1998,1542442,South Carolina,Union,,-81.623711,34.7154122,Union
themitchelldailyrepublic-mitchellrepublic.com,46035,themitchelldailyrepublic,"Daily. Covers the Mitchell area. News, weather, sports, classifieds and information.",01-Dec-1997,855785,South Dakota,Mitchell,,-98.0297992,43.7094283,Davison
freemancourier-freemansd.com,46067,freemancourier,On-line version of the local newspaper.,05-May-1998,5168420,South Dakota,Freeman,,-97.4372863,43.35248710000001,Hutchinson
themobridgetribune-mobridgetribune.com,46129,themobridgetribune,"Daily. News, sports, classifieds, opinion and obituaries.",05-Aug-1997,4861467,South Dakota,Mobridge,,-100.4279129,45.5372162,Walworth
rapidcityjournal-rapidcityjournal.com,46103,rapidcityjournal,"Daily. News, sports, entertainment and classifieds.",21-Dec-1997,112776,South Dakota,Rapid City,,-103.2310149,44.0805434,Pennington
smithvillereview-smithvillereview.com,47041,smithvillereview,"Provides weekly coverage in print and daily on the Web for Smithville and DeKalb County, Tennessee. Provides local headlines; access to most other content requires paid subscription.",20-May-1998,2138826,Tennessee,Smithville,,-85.81415159999997,35.9606185,DeKalb
southernstandard-southernstandard.com,47177,southernstandard,None,04-Apr-1997,1560106,Tennessee,McMinnville,,-85.7801453,35.6865889,Warren
thetomahawk-thetomahawk.com,47091,thetomahawk,"Local news, features, sports, classified ads, and obituaries from weekly newspaper serving Mountain City and surrounding Johnson County.",25-Jun-1997,1693570,Tennessee,Mountain City,,-81.804838,36.4745636,Johnson
fortworthweekly-fwweekly.com,48439,fortworthweekly,"Offers news, arts and entertainment articles, and classified ads.",15-Aug-1996,631398,Texas,Fort Worth,,-97.3307658,32.7554883,Tarrant
lockhartpostregister-post-register.com,48055,lockhartpostregister,Local news and classifieds.,28-May-1999,2917860,Texas,Lockhart,,-97.6699996,29.8849441,Caldwell
themonitor-themonitor.com,48215,themonitor,"The Largest and leading Newspaper in South Texas, McAllen, Mission, Edinburg, Mexico - Rio Grande Valley",05-Jun-1996,239556,Texas,McAllen,,-98.2300124,26.203407100000003,Hidalgo
themonitorcedarcreek-themonitor.net,48001,themonitorcedarcreek,"Cedar Creek Lake area newspaper with local news, sports, opinions, and activities.",24-Feb-1998,3142168,Texas,Palestine,,-95.6307891,31.7621153,Anderson
orangeleader-orangeleader.com,48361,orangeleader,"Newspaper serving Orange County provides local news, weather, business guide, classifieds, and subscription information.",20-Oct-1999,1116142,Texas,Orange,,-93.73655490000002,30.0929879,Orange
pleasantonexpress-pleasantonexpress.com,48013,pleasantonexpress,"Community newspaper with area real estate, news, classifieds, and entertainment.",25-May-1999,1838507,Texas,Pleasanton,,-98.4786269,28.967194,Atascosa
portarthurnews-panews.com,48245,portarthurnews,"Includes local news, weather, sports, entertainment, and editorials and opinions.",27-Jul-1996,457296,Texas,Port Arthur,,-93.939947,29.8849504,Jefferson
sanmarcosdailyrecord-sanmarcosrecord.com,48209,sanmarcosdailyrecord,"Local news, sports, community calendar and classified advertising.",17-Jul-1998,1809412,Texas,San Marcos,,-97.9413941,29.8832749,Hays
uvaldeleadernews-uvaldeleadernews.com,48463,uvaldeleadernews,"Area real estate, sports, news, and entertainment.",16-Jul-1998,5291811,Texas,Uvalde,,-99.7861679,29.2096836,Uvalde
valleymorningstar-valleymorningstar.com,48061,valleymorningstar,"Daily local news from the Rio Grande Valley, including local sports and farm and agriculture, as well as things to do in South Texas.",25-Jun-1996,798778,Texas,Harlingen,,-97.6961026,26.1906306,Cameron
thewilsoncountynews-wilsoncountynews.com,48493,thewilsoncountynews,"South Texas newspaper serving Floresville, Stockdale, Seguin, LaVernia, St. Hedwig, Poth, and surrounding cities. Provides news, real estate, classifieds, and business.",23-Nov-1998,915576,Texas,Floresville,,-98.1561192,29.1335781,Wilson
wisecountymessenger-wcmessenger.com,48497,wisecountymessenger,Online and print publication serving Wise County.,14-Jun-1997,4385296,Texas,Decatur,,-97.5861393,33.234283399999995,Wise
deseretnews-deseret.com,49035,deseretnews,None,16-Sep-1993,9109,Utah,Salt Lake City,,-111.89104740000002,40.7607793,Salt Lake
moab’stimesindependent-moabtimes.com,49019,moab’stimesindependent,None,01-Mar-1999,1184062,Utah,Moab,,-109.5498395,38.5733155,Grand
parkrecord-parkrecord.com,49043,parkrecord,"Published twice a week. Regional news, sports, entertainment, classifieds, weather, and subscription and advertising information.",08-Dec-1998,150973,Utah,Park City,,-111.4979729,40.6460622,Summit
transcriptbulletin-tooeleonline.com,49045,transcriptbulletin,None,None,4018787,Utah,Tooele,,-112.29828,40.5307776,Tooele
